"4","Для людей які займаються туризмом, походами, багато подорожують - річ дуже корисна. Можна записати трек, маршрут, відмітити точки на мапі і т.д. Я користуюсь десь пів року то в походах виручає добряче. Раз провалився з ним в болото в Чорному Лісі - протер і все ок. Хотілося б шустріший процесор щоб швидше мапи підвантажувались, але це так до слова - хто хоче той придбає 30-й там з цим порядок, але і ціна відповідна. Користуюсь акумуляторами Philips - на добу наче вистачає,спеціально не перевіряв."
"5","Брал для велопокатух и велопоходов, просто супер тема!!! Навигатор держит на одних батарейках 25 часов активной навигации! Для туризма супер вещь."
